,ticker,first_close,last_close,first_date,last_date,total_days,volume_threshold(%),pct_threshold(%),holding_days,buy-waiting_days,strategy_max_drawdown(%),strategy_cagr%,strategy_calmar,final_account_value,total_trades,winners,win_rate(%),top_5_gainers(%),averge_max_return(%),averge_max_drawdown(%),top_5_losers(%),average_gain(%),average_loss(%),buy_hold_return(%),buy_hold_cagr%,buy_hold_max_drawdown(%),buy_hold_calmar
0,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,0.1,5,0,-14.06,93.89,6.68,193.18,11,7,63.64,"[26.68, 25.47, 14.46, 4.22, 3.62]",10.72,-2.69,"[-4.08, -1.31, -0.45, -0.16]",11.27,-1.5,68.03,68.51,-40.92,1.67
1,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,0.1,5,1,-11.09,74.4,6.71,173.87,10,8,80.0,"[27.4, 11.02, 9.32, 9.28, 4.81]",10.87,-1.81,"[-7.51, -2.2]",8.77,-4.86,68.03,68.51,-40.92,1.67
2,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,0.1,5,5,-16.69,29.62,1.77,129.43,8,5,62.5,"[18.84, 9.93, 8.73, 6.14, 3.18]",6.7,-3.79,"[-14.13, -2.98, -0.12]",9.36,-5.74,68.03,68.51,-40.92,1.67
3,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,0.1,5,10,-18.28,36.6,2.0,136.37,7,5,71.43,"[27.4, 13.51, 4.81, 4.22, 1.78]",9.64,-4.26,"[-8.09, -7.72]",10.34,-7.9,68.03,68.51,-40.92,1.67
4,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,1.0,5,0,-14.06,93.89,6.68,193.18,11,7,63.64,"[26.68, 25.47, 14.46, 4.22, 3.62]",10.72,-2.69,"[-4.08, -1.31, -0.45, -0.16]",11.27,-1.5,68.03,68.51,-40.92,1.67
5,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,1.0,5,1,-11.09,68.29,6.16,167.81,10,8,80.0,"[27.4, 11.02, 9.32, 9.28, 4.81]",10.83,-1.84,"[-7.51, -5.61]",8.77,-6.56,68.03,68.51,-40.92,1.67
6,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,1.0,5,5,-16.77,26.9,1.6,126.74,8,5,62.5,"[18.84, 9.93, 8.73, 6.14, 3.18]",6.23,-4.21,"[-14.13, -2.98, -2.2]",9.36,-6.44,68.03,68.51,-40.92,1.67
7,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,1.0,5,10,-18.28,33.74,1.85,133.52,7,5,71.43,"[27.4, 13.51, 4.81, 4.22, 1.78]",9.64,-4.0,"[-9.64, -8.09]",10.34,-8.86,68.03,68.51,-40.92,1.67
8,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,2.0,5,0,-13.67,67.13,4.91,166.66,9,6,66.67,"[25.47, 14.46, 11.02, 4.22, 3.62]",10.95,-2.29,"[-4.08, -1.31, -0.16]",10.2,-1.85,68.03,68.51,-40.92,1.67
9,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,2.0,5,1,-11.09,54.51,4.91,154.14,9,7,77.78,"[27.4, 9.32, 9.28, 5.78, 4.81]",10.6,-2.17,"[-7.51, -5.61]",8.74,-6.56,68.03,68.51,-40.92,1.67
10,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,2.0,5,5,-8.44,47.99,5.68,147.68,7,5,71.43,"[18.84, 9.93, 8.73, 6.14, 3.18]",7.38,-2.79,"[-2.93, -2.2]",9.36,-2.57,68.03,68.51,-40.92,1.67
11,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,2.0,5,10,-18.28,15.18,0.83,115.09,6,3,50.0,"[27.4, 4.81, 4.22]",8.71,-4.39,"[-9.64, -8.09, -0.42]",12.14,-6.05,68.03,68.51,-40.92,1.67
12,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,4.0,5,0,-10.15,65.26,6.43,164.81,8,5,62.5,"[25.47, 14.46, 11.02, 4.22, 3.62]",11.02,-2.44,"[-4.08, -0.16, -0.05]",11.76,-1.43,68.03,68.51,-40.92,1.67
13,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,4.0,5,1,-11.09,54.91,4.95,154.54,8,7,87.5,"[13.84, 9.32, 9.28, 6.23, 5.78]",10.67,-1.3,[-7.51],7.65,-7.51,68.03,68.51,-40.92,1.67
14,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,4.0,5,5,-5.43,77.82,14.32,177.26,7,6,85.71,"[23.44, 18.84, 9.93, 6.14, 3.4]",10.35,-1.63,[-2.93],10.82,-2.93,68.03,68.51,-40.92,1.67
15,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,4.0,5,10,-18.28,13.9,0.76,113.81,5,3,60.0,"[13.84, 4.81, 4.22]",7.74,-2.8,"[-8.09, -0.42]",7.62,-4.26,68.03,68.51,-40.92,1.67
16,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,10.0,5,0,-7.25,38.99,5.38,138.74,4,3,75.0,"[14.46, 13.84, 11.02]",14.54,-1.02,[-4.08],13.11,-4.08,68.03,68.51,-40.92,1.67
17,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,10.0,5,1,-16.07,0.31,0.02,100.31,4,2,50.0,"[5.78, 4.81]",9.69,-2.7,"[-7.51, -2.18]",5.3,-4.84,68.03,68.51,-40.92,1.67
18,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,10.0,5,5,-13.42,8.94,0.67,108.89,3,1,33.33,[18.84],7.16,-4.73,"[-5.61, -2.93]",18.84,-4.27,68.03,68.51,-40.92,1.67
19,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,20,10.0,5,10,-14.83,-9.33,-0.63,90.71,3,1,33.33,[4.81],6.9,-5.55,"[-13.08, -0.42]",4.81,-6.75,68.03,68.51,-40.92,1.67
20,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,0.1,5,0,-17.21,47.29,2.75,146.97,7,4,57.14,"[25.0, 14.46, 11.02, 0.3]",10.29,-3.89,"[-4.08, -3.66, -0.16]",12.7,-2.63,68.03,68.51,-40.92,1.67
21,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,0.1,5,1,-14.94,35.22,2.36,135.0,7,6,85.71,"[13.84, 9.28, 5.78, 4.81, 3.18]",9.34,-1.85,[-7.51],6.58,-7.51,68.03,68.51,-40.92,1.67
22,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,0.1,5,5,-9.71,28.69,2.96,128.51,7,4,57.14,"[18.84, 9.93, 8.13, 6.14]",6.58,-3.59,"[-9.71, -2.93, -2.2]",10.76,-4.95,68.03,68.51,-40.92,1.67
23,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,0.1,5,10,-12.33,25.79,2.09,125.63,5,3,60.0,"[27.82, 4.81, 4.22]",10.54,-3.65,"[-9.64, -0.42]",12.28,-5.03,68.03,68.51,-40.92,1.67
24,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,1.0,5,0,-17.21,47.29,2.75,146.97,7,4,57.14,"[25.0, 14.46, 11.02, 0.3]",10.29,-3.89,"[-4.08, -3.66, -0.16]",12.7,-2.63,68.03,68.51,-40.92,1.67
25,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,1.0,5,1,-14.94,35.22,2.36,135.0,7,6,85.71,"[13.84, 9.28, 5.78, 4.81, 3.18]",9.34,-1.85,[-7.51],6.58,-7.51,68.03,68.51,-40.92,1.67
26,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,1.0,5,5,-9.71,28.69,2.96,128.51,7,4,57.14,"[18.84, 9.93, 8.13, 6.14]",6.58,-3.59,"[-9.71, -2.93, -2.2]",10.76,-4.95,68.03,68.51,-40.92,1.67
27,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,1.0,5,10,-12.33,25.79,2.09,125.63,5,3,60.0,"[27.82, 4.81, 4.22]",10.54,-3.65,"[-9.64, -0.42]",12.28,-5.03,68.03,68.51,-40.92,1.67
28,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,2.0,5,0,-17.21,47.29,2.75,146.97,7,4,57.14,"[25.0, 14.46, 11.02, 0.3]",10.29,-3.89,"[-4.08, -3.66, -0.16]",12.7,-2.63,68.03,68.51,-40.92,1.67
29,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,2.0,5,1,-14.94,35.22,2.36,135.0,7,6,85.71,"[13.84, 9.28, 5.78, 4.81, 3.18]",9.34,-1.85,[-7.51],6.58,-7.51,68.03,68.51,-40.92,1.67
30,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,2.0,5,5,-9.71,28.69,2.96,128.51,7,4,57.14,"[18.84, 9.93, 8.13, 6.14]",6.58,-3.59,"[-9.71, -2.93, -2.2]",10.76,-4.95,68.03,68.51,-40.92,1.67
31,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,2.0,5,10,-12.33,25.79,2.09,125.63,5,3,60.0,"[27.82, 4.81, 4.22]",10.54,-3.65,"[-9.64, -0.42]",12.28,-5.03,68.03,68.51,-40.92,1.67
32,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,4.0,5,0,-8.45,52.47,6.21,152.11,5,3,60.0,"[25.0, 14.46, 11.02]",13.87,-2.51,"[-4.08, -0.16]",16.83,-2.12,68.03,68.51,-40.92,1.67
33,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,4.0,5,1,-11.09,27.73,2.5,127.56,5,4,80.0,"[13.84, 9.28, 5.78, 4.81]",11.01,-1.72,[-7.51],8.43,-7.51,68.03,68.51,-40.92,1.67
34,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,4.0,5,5,-13.11,31.83,2.43,131.63,5,3,60.0,"[18.84, 9.93, 6.14]",7.58,-3.04,"[-2.93, -2.2]",11.64,-2.57,68.03,68.51,-40.92,1.67
35,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,4.0,5,10,-11.09,4.48,0.4,104.46,4,2,50.0,"[4.81, 4.22]",6.22,-3.17,"[-3.97, -0.42]",4.51,-2.2,68.03,68.51,-40.92,1.67
36,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,10.0,5,0,-7.25,38.99,5.38,138.74,4,3,75.0,"[14.46, 13.84, 11.02]",14.54,-1.02,[-4.08],13.11,-4.08,68.03,68.51,-40.92,1.67
37,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,10.0,5,1,-16.07,0.31,0.02,100.31,4,2,50.0,"[5.78, 4.81]",9.69,-2.7,"[-7.51, -2.18]",5.3,-4.84,68.03,68.51,-40.92,1.67
38,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,10.0,5,5,-13.42,8.94,0.67,108.89,3,1,33.33,[18.84],7.16,-4.73,"[-5.61, -2.93]",18.84,-4.27,68.03,68.51,-40.92,1.67
39,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,50,10.0,5,10,-14.83,-9.33,-0.63,90.71,3,1,33.33,[4.81],6.9,-5.55,"[-13.08, -0.42]",4.81,-6.75,68.03,68.51,-40.92,1.67
40,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,0.1,5,0,-11.09,3.82,0.34,103.8,4,1,25.0,[13.84],6.54,-3.62,"[-4.79, -4.08, -0.16]",13.84,-3.01,68.03,68.51,-40.92,1.67
41,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,0.1,5,1,-24.71,-15.12,-0.61,84.96,4,0,0.0,[],1.92,-5.94,"[-7.51, -3.22, -2.98, -2.18]",,-3.97,68.03,68.51,-40.92,1.67
42,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,0.1,5,5,-14.82,14.81,1.0,114.72,4,2,50.0,"[18.84, 9.93]",7.19,-5.02,"[-6.97, -5.61]",14.38,-6.29,68.03,68.51,-40.92,1.67
43,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,0.1,5,10,-14.36,-7.32,-0.51,92.72,3,2,66.67,"[4.81, 1.78]",7.46,-4.36,[-13.08],3.3,-13.08,68.03,68.51,-40.92,1.67
44,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,1.0,5,0,-11.09,3.82,0.34,103.8,4,1,25.0,[13.84],6.54,-3.62,"[-4.79, -4.08, -0.16]",13.84,-3.01,68.03,68.51,-40.92,1.67
45,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,1.0,5,1,-24.71,-15.12,-0.61,84.96,4,0,0.0,[],1.92,-5.94,"[-7.51, -3.22, -2.98, -2.18]",,-3.97,68.03,68.51,-40.92,1.67
46,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,1.0,5,5,-14.82,14.81,1.0,114.72,4,2,50.0,"[18.84, 9.93]",7.19,-5.02,"[-6.97, -5.61]",14.38,-6.29,68.03,68.51,-40.92,1.67
47,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,1.0,5,10,-14.36,-7.32,-0.51,92.72,3,2,66.67,"[4.81, 1.78]",7.46,-4.36,[-13.08],3.3,-13.08,68.03,68.51,-40.92,1.67
48,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,2.0,5,0,-11.09,3.82,0.34,103.8,4,1,25.0,[13.84],6.54,-3.62,"[-4.79, -4.08, -0.16]",13.84,-3.01,68.03,68.51,-40.92,1.67
49,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,2.0,5,1,-24.71,-15.12,-0.61,84.96,4,0,0.0,[],1.92,-5.94,"[-7.51, -3.22, -2.98, -2.18]",,-3.97,68.03,68.51,-40.92,1.67
50,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,2.0,5,5,-14.82,14.81,1.0,114.72,4,2,50.0,"[18.84, 9.93]",7.19,-5.02,"[-6.97, -5.61]",14.38,-6.29,68.03,68.51,-40.92,1.67
51,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,2.0,5,10,-14.36,-7.32,-0.51,92.72,3,2,66.67,"[4.81, 1.78]",7.46,-4.36,[-13.08],3.3,-13.08,68.03,68.51,-40.92,1.67
52,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,4.0,5,0,-11.09,3.82,0.34,103.8,4,1,25.0,[13.84],6.54,-3.62,"[-4.79, -4.08, -0.16]",13.84,-3.01,68.03,68.51,-40.92,1.67
53,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,4.0,5,1,-24.71,-15.12,-0.61,84.96,4,0,0.0,[],1.92,-5.94,"[-7.51, -3.22, -2.98, -2.18]",,-3.97,68.03,68.51,-40.92,1.67
54,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,4.0,5,5,-14.82,14.81,1.0,114.72,4,2,50.0,"[18.84, 9.93]",7.19,-5.02,"[-6.97, -5.61]",14.38,-6.29,68.03,68.51,-40.92,1.67
55,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,4.0,5,10,-14.36,-7.32,-0.51,92.72,3,2,66.67,"[4.81, 1.78]",7.46,-4.36,[-13.08],3.3,-13.08,68.03,68.51,-40.92,1.67
56,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,10.0,5,0,-7.25,3.99,0.55,103.96,3,1,33.33,[13.84],5.73,-3.78,"[-4.79, -4.08]",13.84,-4.44,68.03,68.51,-40.92,1.67
57,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,10.0,5,1,-15.32,-12.28,-0.8,87.78,3,0,0.0,[],2.55,-4.22,"[-7.51, -2.98, -2.18]",,-4.22,68.03,68.51,-40.92,1.67
58,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,10.0,5,5,-14.82,4.38,0.3,104.36,3,1,33.33,[18.84],6.28,-6.69,"[-6.97, -5.61]",18.84,-6.29,68.03,68.51,-40.92,1.67
59,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,100,10.0,5,10,-14.36,-7.32,-0.51,92.72,3,2,66.67,"[4.81, 1.78]",7.46,-4.36,[-13.08],3.3,-13.08,68.03,68.51,-40.92,1.67
60,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,0.1,5,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
61,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,0.1,5,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
62,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,0.1,5,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
63,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,0.1,5,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
64,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,1.0,5,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
65,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,1.0,5,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
66,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,1.0,5,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
67,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,1.0,5,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
68,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,2.0,5,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
69,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,2.0,5,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
70,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,2.0,5,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
71,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,2.0,5,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
72,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,4.0,5,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
73,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,4.0,5,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
74,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,4.0,5,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
75,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,4.0,5,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
76,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,10.0,5,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
77,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,10.0,5,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
78,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,10.0,5,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
79,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,200,10.0,5,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
80,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,0.1,5,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
81,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,0.1,5,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
82,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,0.1,5,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
83,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,0.1,5,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
84,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,1.0,5,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
85,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,1.0,5,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
86,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,1.0,5,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
87,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,1.0,5,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
88,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,2.0,5,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
89,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,2.0,5,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
90,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,2.0,5,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
91,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,2.0,5,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
92,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,4.0,5,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
93,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,4.0,5,1,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
94,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,4.0,5,5,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
95,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,4.0,5,10,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
96,TSLA,248.42,417.41,2024-01-02,2024-12-30,363,500,10.0,5,0,0.0,0.0,,100.0,0,0,0.0,[],0.0,0.0,[],,,68.03,68.51,-40.92,1.67
