,ticker,first_close,last_close,first_date,last_date,total_days,volume_threshold(%),pct_threshold(%),holding_days,sell-waiting_days,strategy_max_drawdown(%),strategy_cagr%,strategy_calmar,final_account_value,total_trades,winners,win_rate(%),top_5_gainers(%),averge_max_return(%),averge_max_drawdown(%),top_5_losers(%),average_gain(%),average_loss(%),sell_hold_return(%),sell_hold_cagr%,sell_hold_max_drawdown(%),sell_hold_calmar
298,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-10,15,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
299,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-10,15,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
300,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-0.1,20,0,-80.28,-52.18,-0.65,23.01,13,9,69.23,"[-5.11, -6.12, -8.53, -9.88, -18.67]",7.33,-18.22,"[5.16, 11.43, 16.61, 17.5]",-21.18,12.68,-74.1,-63.97,-88.12,-0.73
301,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-0.1,20,1,-76.88,-47.87,-0.62,27.32,12,8,66.67,"[-6.81, -8.81, -9.12, -10.52, -11.36]",7.95,-18.12,"[4.3, 6.84, 17.13, 19.43]",-21.65,11.92,-74.1,-63.97,-88.12,-0.73
302,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-0.1,20,5,-54.39,-29.23,-0.54,50.23,10,5,50,"[-3.52, -7.3, -14.43, -15.16, -44.71]",5.36,-13.61,"[0.21, 0.5, 5.42, 8.09, 14.08]",-17.02,5.66,-74.1,-63.97,-88.12,-0.73
303,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-0.1,20,10,-38.02,-18.86,-0.5,65.95,9,4,44.44,"[-2.69, -9.3, -14.57, -32.74]",8.13,-11.3,"[4.27, 4.35, 6.23, 7.37, 7.5]",-14.82,5.94,-74.1,-63.97,-88.12,-0.73
304,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-1,20,0,-80.28,-52.18,-0.65,23.01,13,9,69.23,"[-5.11, -6.12, -8.53, -9.88, -18.67]",7.33,-18.22,"[5.16, 11.43, 16.61, 17.5]",-21.18,12.68,-74.1,-63.97,-88.12,-0.73
305,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-1,20,1,-76.88,-47.87,-0.62,27.32,12,8,66.67,"[-6.81, -8.81, -9.12, -10.52, -11.36]",7.95,-18.12,"[4.3, 6.84, 17.13, 19.43]",-21.65,11.92,-74.1,-63.97,-88.12,-0.73
306,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-1,20,5,-54.39,-29.23,-0.54,50.23,10,5,50,"[-3.52, -7.3, -14.43, -15.16, -44.71]",5.36,-13.61,"[0.21, 0.5, 5.42, 8.09, 14.08]",-17.02,5.66,-74.1,-63.97,-88.12,-0.73
307,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-1,20,10,-38.02,-18.86,-0.5,65.95,9,4,44.44,"[-2.69, -9.3, -14.57, -32.74]",8.13,-11.3,"[4.27, 4.35, 6.23, 7.37, 7.5]",-14.82,5.94,-74.1,-63.97,-88.12,-0.73
308,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-2,20,0,-70.49,-41.45,-0.59,34.43,11,8,72.73,"[-1.33, -5.11, -6.12, -8.53, -9.88]",7.66,-15.62,"[5.16, 11.43, 17.5]",-15.8,11.36,-74.1,-63.97,-88.12,-0.73
309,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-2,20,1,-72.48,-43.1,-0.59,32.52,11,7,63.64,"[-6.81, -8.81, -9.12, -10.52, -11.36]",7.92,-15.89,"[1.73, 4.3, 6.84, 19.43]",-18.99,8.07,-74.1,-63.97,-88.12,-0.73
310,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-2,20,5,-51.52,-27.03,-0.52,53.39,9,4,44.44,"[-7.3, -14.43, -15.16, -44.71]",5.95,-13.38,"[0.21, 0.5, 5.42, 8.09, 14.08]",-20.4,5.66,-74.1,-63.97,-88.12,-0.73
311,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-2,20,10,-35.13,-16.98,-0.48,69.03,8,3,37.5,"[-9.3, -14.57, -32.74]",8.91,-11.13,"[4.27, 4.35, 6.23, 7.37, 7.5]",-18.87,5.94,-74.1,-63.97,-88.12,-0.73
312,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-4,20,0,-65.71,-36.87,-0.56,40.01,10,7,70,"[-1.33, -5.11, -6.12, -8.53, -18.67]",7.04,-15.41,"[5.16, 11.43, 17.5]",-16.65,11.36,-74.1,-63.97,-88.12,-0.73
313,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-4,20,1,-68.98,-39.58,-0.57,36.66,10,6,60,"[-8.81, -9.12, -10.52, -11.36, -26.6]",6.93,-16.26,"[1.73, 4.3, 6.84, 19.43]",-21.02,8.07,-74.1,-63.97,-88.12,-0.73
314,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-4,20,5,-46.8,-24.19,-0.52,57.61,8,4,50,"[-7.3, -14.43, -15.16, -27.21]",6.16,-14.01,"[0.21, 0.5, 5.42, 14.08]",-16.02,5.05,-74.1,-63.97,-88.12,-0.73
315,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-4,20,10,-44.03,-23.73,-0.54,58.3,8,3,37.5,"[-9.3, -32.74, -34.27]",7.72,-14.54,"[4.27, 4.35, 6.23, 7.37, 7.5]",-25.44,5.94,-74.1,-63.97,-88.12,-0.73
316,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-10,20,0,-15.01,-5.99,-0.4,88.42,2,2,100,"[-3.37, -5.11]",6.04,-8.61,[],-4.24,,-74.1,-63.97,-88.12,-0.73
317,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-10,20,1,-15.28,-4.14,-0.27,91.91,2,1,50,[-8.81],7.07,-7.38,[4.35],-8.81,4.35,-74.1,-63.97,-88.12,-0.73
318,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-10,20,5,-15.01,0.53,0.04,101.07,2,1,50,[-7.3],10.75,-3.65,[11.34],-7.3,11.34,-74.1,-63.97,-88.12,-0.73
319,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,20,-10,20,10,-18.61,-7.04,-0.38,86.46,2,1,50,[-20.03],3.75,-13.46,[7.5],-20.03,7.5,-74.1,-63.97,-88.12,-0.73
320,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-0.1,20,0,-58.08,-30.17,-0.52,48.91,6,4,66.67,"[-5.11, -8.53, -29.31, -47.48]",6.55,-17.76,"[5.16, 17.5]",-22.61,11.33,-74.1,-63.97,-88.12,-0.73
321,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-0.1,20,1,-62.29,-33.35,-0.54,44.57,6,4,66.67,"[-8.81, -9.12, -26.6, -59.7]",7.23,-19.36,"[4.3, 19.43]",-26.06,11.86,-74.1,-63.97,-88.12,-0.73
322,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-0.1,20,5,-49.45,-23.06,-0.47,59.33,5,3,60,"[-7.3, -15.16, -45.32]",7.69,-16.94,"[8.09, 14.08]",-22.59,11.08,-74.1,-63.97,-88.12,-0.73
323,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-0.1,20,10,-42.2,-24.06,-0.57,57.8,4,2,50,"[-30.97, -32.74]",7.56,-19,"[4.35, 7.5]",-31.86,5.92,-74.1,-63.97,-88.12,-0.73
324,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-1,20,0,-58.08,-30.17,-0.52,48.91,6,4,66.67,"[-5.11, -8.53, -29.31, -47.48]",6.55,-17.76,"[5.16, 17.5]",-22.61,11.33,-74.1,-63.97,-88.12,-0.73
325,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-1,20,1,-62.29,-33.35,-0.54,44.57,6,4,66.67,"[-8.81, -9.12, -26.6, -59.7]",7.23,-19.36,"[4.3, 19.43]",-26.06,11.86,-74.1,-63.97,-88.12,-0.73
326,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-1,20,5,-49.45,-23.06,-0.47,59.33,5,3,60,"[-7.3, -15.16, -45.32]",7.69,-16.94,"[8.09, 14.08]",-22.59,11.08,-74.1,-63.97,-88.12,-0.73
327,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-1,20,10,-42.2,-24.06,-0.57,57.8,4,2,50,"[-30.97, -32.74]",7.56,-19,"[4.35, 7.5]",-31.86,5.92,-74.1,-63.97,-88.12,-0.73
328,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-2,20,0,-58.08,-30.17,-0.52,48.91,6,4,66.67,"[-5.11, -8.53, -29.31, -47.48]",6.55,-17.76,"[5.16, 17.5]",-22.61,11.33,-74.1,-63.97,-88.12,-0.73
329,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-2,20,1,-62.29,-33.35,-0.54,44.57,6,4,66.67,"[-8.81, -9.12, -26.6, -59.7]",7.23,-19.36,"[4.3, 19.43]",-26.06,11.86,-74.1,-63.97,-88.12,-0.73
330,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-2,20,5,-49.45,-23.06,-0.47,59.33,5,3,60,"[-7.3, -15.16, -45.32]",7.69,-16.94,"[8.09, 14.08]",-22.59,11.08,-74.1,-63.97,-88.12,-0.73
331,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-2,20,10,-42.2,-24.06,-0.57,57.8,4,2,50,"[-30.97, -32.74]",7.56,-19,"[4.35, 7.5]",-31.86,5.92,-74.1,-63.97,-88.12,-0.73
332,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-4,20,0,-58.08,-30.17,-0.52,48.91,6,4,66.67,"[-5.11, -8.53, -29.31, -47.48]",6.55,-17.76,"[5.16, 17.5]",-22.61,11.33,-74.1,-63.97,-88.12,-0.73
333,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-4,20,1,-62.29,-33.35,-0.54,44.57,6,4,66.67,"[-8.81, -9.12, -26.6, -59.7]",7.23,-19.36,"[4.3, 19.43]",-26.06,11.86,-74.1,-63.97,-88.12,-0.73
334,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-4,20,5,-49.45,-23.06,-0.47,59.33,5,3,60,"[-7.3, -15.16, -45.32]",7.69,-16.94,"[8.09, 14.08]",-22.59,11.08,-74.1,-63.97,-88.12,-0.73
335,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-4,20,10,-42.2,-24.06,-0.57,57.8,4,2,50,"[-30.97, -32.74]",7.56,-19,"[4.35, 7.5]",-31.86,5.92,-74.1,-63.97,-88.12,-0.73
336,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-10,20,0,-10.31,-3.09,-0.3,93.94,1,1,100,[-5.11],0.86,-9.76,[],-5.11,,-74.1,-63.97,-88.12,-0.73
337,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-10,20,1,-10.31,-4.83,-0.47,90.61,1,1,100,[-8.81],1.2,-9.39,[],-8.81,,-74.1,-63.97,-88.12,-0.73
338,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-10,20,5,-11.59,-4.05,-0.35,92.09,1,1,100,[-7.3],4.13,-7.3,[],-7.3,,-74.1,-63.97,-88.12,-0.73
339,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,50,-10,20,10,-9.92,3.08,0.31,106.23,1,0,0,[],7.5,-6.9,[7.5],,7.5,-74.1,-63.97,-88.12,-0.73
340,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-0.1,20,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
341,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-0.1,20,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
342,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-0.1,20,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
343,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-0.1,20,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
344,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-1,20,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
345,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-1,20,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
346,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-1,20,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
347,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-1,20,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
348,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-2,20,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
349,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-2,20,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
350,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-2,20,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
351,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-2,20,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
352,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-4,20,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
353,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-4,20,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
354,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-4,20,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
355,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-4,20,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
356,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-10,20,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
357,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-10,20,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
358,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-10,20,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
359,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,100,-10,20,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
360,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-0.1,20,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
361,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-0.1,20,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
362,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-0.1,20,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
363,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-0.1,20,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
364,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-1,20,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
365,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-1,20,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
366,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-1,20,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
367,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-1,20,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
368,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-2,20,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
369,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-2,20,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
370,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-2,20,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
371,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-2,20,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
372,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-4,20,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
373,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-4,20,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
374,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-4,20,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
375,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-4,20,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
376,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-10,20,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
377,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-10,20,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
378,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-10,20,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
379,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,200,-10,20,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
380,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-0.1,20,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
381,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-0.1,20,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
382,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-0.1,20,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
383,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-0.1,20,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
384,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-1,20,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
385,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-1,20,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
386,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-1,20,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
387,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-1,20,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
388,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-2,20,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
389,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-2,20,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
390,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-2,20,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
391,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-2,20,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
392,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-4,20,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
393,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-4,20,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
394,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-4,20,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
395,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-4,20,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
396,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-10,20,0,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
397,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-10,20,1,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
398,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-10,20,5,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73
399,TSLA,108.1,417.41,2023-01-03,2024-12-30,727,500,-10,20,10,0,0,,100,0,0,0,[],0,0,[],,,-74.1,-63.97,-88.12,-0.73